question_id,question,reference,context,our_answer_wo_context,our_answer_w_context
f325411c0bdc11eba7f7acde48001122,Where was the place of death of Johanna Sibylla Of Hanau-Lichtenberg's mother?,Bouxwiller,"Johanna Sibylla of Hanau-Lichtenberg (6 July 1564 at Château de Lichtenberg – 24 March 1636 in Runkel) was the first child of Philipp V, Count of Hanau-Lichtenberg from his first marriage with Countess Ludowika Margaretha of Zweibrücken-Bitsch (1540-1569).
Ludowika Margaretha of Zweibrücken-Bitsch (19 July 1540, Ingwiller – 15 December 1569, Bouxwiller), was the only child and heiress of Count James of Zweibrücken-Bitsch (born: 19 July 1510; died: 22 March 1570) by his wife Catherine, born Countess of Honstein zu Klettenberg. She was buried in Ingwiller.",I do not have information on Johanna Sibylla Of Han,Bouxwiller.
2f7b989a0bde11eba7f7acde48001122,Which country Anna Jagiellon's mother is from?,Duchy of Milan,"Anna Jagiellon (18 October 1523 – 12 November 1596) was Queen of Poland and Grand Duchess of Lithuania from 1575 to 1586. She was a daughter of Polish King Sigismund I the Old and his Italian wife Bona Sforza. Despite multiple proposals, she remained unmarried until the age of 52. After the death of King Sigismund II Augustus, her brother and the last male member of the Jagiellonian dynasty, Anna's hand was sought by pretenders to the Polish throne to maintain the dynastic tradition. Anna was elected, along with her then-fiancé Stephen Báthory, as co-ruler in the 1576 royal election of the Polish–Lithuanian Commonwealth. Their marriage was a formal arrangement and distant. Báthory was preoccupied with the Livonian War, while Anna spent her time in Warsaw on local administrative matters and several construction works. After Báthory's death in December 1586, she had an opportunity to claim the throne for herself (she was co-ruler and not merely a consort), but did not even attempt it. Instead, she promoted her nephew Sigismund III Vasa, establishing the House of Vasa on the Polish throne for the next eighty years (1587–1668).
Bona Sforza d’Aragona (2 February 1494 – 19 November 1557) was Queen of Poland and Grand Duchess of Lithuania. A member of the powerful House of Sforza, which ruled the Duchy of Milan since 1447, she became the second wife of Sigismund I the Old, the King of Poland and Grand Duke of Lithuania in 1518. Their marriage lasted 30 years until Sigismund's death in 1548. Ambitious and energetic, Bona became heavily involved in the political life of Poland–Lithuania. To increase state revenue, she implemented various economic and agricultural reforms, including the far-reaching Wallach Reform in the Grand Duchy of Lithuania. Her reforms made her the richest landowner in the Grand Duchy. In foreign policy, she opposed the Habsburgs and sought to secure her eldest daughter Isabella Jagiellon in the Kingdom of Hungary.",Poland,Italy.
1ad3605808cd11ebbd93ac1f6bf848b6,"Which film whose director is younger, Yalkae, A Joker In High School or Mostar Round-Trip?",Mostar Round-Trip,"Yalkae, a Joker in High School is a 1977 South Korean comedy film starring Lee Seung- hyeon, Kim Jeong- hun and Hah Myung- joong, and directed by Seok Rae-myeong. Based on Cho Heun-pa's bestselling novel"" A Legend of Urchins( Yalgaejeon)"", it is the original movie that spawned the wildly popular"" Yalkae series"" in the 1970s and succeeded in drawing an audience of 250,000 during its impressive theatrical run.
Mostar Round- Trip( Hebrew: מוסטאר הלוך ושוב) is a 2011 Israeli documentary film, a Fisher Features Ltd. release directed and produced by David Fisher. The film follows his son, Yuval and his classmates who are studying in an international high- school, United World College, in Mostar, Bosnia and Herzegovina. The film also exposes the recuperating city, which has been greatly damaged during the Bosnian War and is now geographically divided between the Bosniak and Croat populations. This is the second film in the family trilogy created by Fisher that started with the critically acclaimed Love Inventory( 2000) and completed by Six Million and One( 2011).
David Fisher( born in Petah Tiqva, Israel, October 14, 1956) is an Israeli documentary film director, producer and lecturer. In 1999- 2008, he was Director General of The New Fund for Cinema and Television( NFCT).
Seok Rae-myeong( May 19, 1936 – May 20, 2003) is a South Korean film director. Seok made his directorial debut with"" Until Next Time""( 1972). After the success of his film,"" Yalkae, a Joker in High School""( 1977), he directed"" Mischief's Marching Song""( 1977),"" Prankster of Girl's High School""( 1977) and"" Our High School Days""( 1978), leading a boom in teen movies during the late 1970s. In 2009,"" Yalkae, a Joker in High School"" is issued as part of the third series of Korean film stamps by Korea Post, which also includes"" The Road to SampoNever Ever Forget Me"" and"" Chilsu and Mansu"".","I couldn't find any information on the films ""Yalkae,",Seok Rae-myeong.
b1d520f2087011ebbd63ac1f6bf848b6,"Do both films, La Aventura De Los Paraguas Asesinos and Arm In Arm Down The Street (1966 Film), have the directors who are from the same country?",yes,"Enrique Carreras( January 6, 1925 – 29 August 1995) was a Peruvian- born Argentine film director, screenwriter and film producer, and was one of the most prolific film directors in the history of the Cinema of Argentina. Born in Lima, Peru, Carreras directed nearly 100 films in his 40- year career between 1951 and 1991. His 1964 film"" The Escaped"" was seen at the 14th Berlin International Film Festival. His 1977 film"" Crazy Women"" was entered into the 10th Moscow International Film Festival. He directed films such as Así es la vida in 1977. He died in Buenos Aires in 1995.
Carlos Galettini( born 1938) is a Silver Condor nominated Argentine film director, film producer and screenplay writer. He worked mainly in the Cinema of Argentina. He directed"" Besos en la Frente"" in 1996.
La Aventura de los paraguas asesinos( English:"" Adventure of the Umbrella Murderers"") is a 1979 Argentine comedy film directed by Carlos Galettini.
Arm in Arm Down the Street is a 1966 Argentine and Spanish comedy- drama film directed by Enrique Carreras and starring Rodolfo Bebán, Evangelina Salazar and Susana Campos. It won the Silver Condor Award for Best Film, given by the Argentine Film Critics Association in 1967 for the best picture of the previous year.","I couldn't find any information about the film ""La Aventura","No, they are from different countries."
5e0cffd60bda11eba7f7acde48001122,What is the place of birth of Pompeia Plotina's husband?,Italica,"Pompeia Plotina Claudia Phoebe Piso or Pompeia Plotina (died 121/122) was a Roman Empress and wife of Roman Emperor Trajan. She was renowned for her interest in philosophy, and her virtue, dignity and simplicity. She was particularly devoted to the Epicurean philosophical school in Athens, Greece. She is often viewed as having provided Romans with fairer taxation, improved education, assisted the poor, and created tolerance in Roman society.
Trajan (18 September 538August 117) was Roman emperor from 98 to 117. Officially declared by the Senate ""optimus princepsbest ruler""), Trajan is remembered as a successful soldier-emperor who presided over the greatest military expansion in Roman history, leading the empire to attain its maximum territorial extent by the time of his death. He is also known for his philanthropic rule, overseeing extensive public building programs and implementing social welfare policies, which earned him his enduring reputation as the second of the Five Good Emperors who presided over an era of peace and prosperity in the Mediterranean world. Trajan was born in Italica, close to modern Seville in present-day Spain, an Italic settlement in the Roman province of Hispania Baetica. Although misleadingly designated by some later writers as a provincial, his family came from Umbria and he was born a Roman citizen. Trajan rose to prominence during the reign of emperor Domitian. Serving as a legatus legionis in Hispania Tarraconensis, in 89 Trajan supported Domitian against a revolt on the Rhine led by Antonius Saturninus. In September 96, Domitian was succeeded by the old and childless Nerva, who proved to be unpopular with the army. After a brief and tumultuous year in power, culminating in a revolt by members of the Praetorian Guard, he was compelled to adopt the more popular Trajan as his heir and successor. Nerva died in 98 and was succeeded by his adopted son without incident. As a civilian administrator, Trajan is best known for his extensive public building program, which reshaped the city of Rome and left numerous enduring landmarks such as Trajan's Forum, Trajan's Market and Trajan's Column. Early in his reign, he annexed the Nabataean Kingdom, creating the province of Arabia Petraea. His conquest of Dacia enriched the empire greatly, as the new province possessed many valuable gold mines. Trajan's war against the Parthian Empire ended with the sack of the capital Ctesiphon and the annexation of Armenia and Mesopotamia. His campaigns expanded the Roman Empire to its greatest territorial extent. In late 117, while sailing back to Rome, Trajan fell ill and died of a stroke in the city of Selinus. He was deified by the Senate and his ashes were laid to rest under the Column. He was succeeded by his cousin Hadrian, whom Trajan supposedly adopted on his deathbed.",I am unable to verify the place of birth of Pompeia Plotina,"Italica, Spain."
f06252fc0bdd11eba7f7acde48001122,Which award the performer of song You Changed Me won?,Best Actor,"""You Changed Me"" is a song by American recording artist Jamie Foxx featuring Chris Brown. It was released on March 12, 2015 as the second single from his fifth studio album  (2015).
Eric Marlon Bishop (born December 13, 1967), known professionally as Jamie Foxx, is an American actor, singer, comedian, presenter, and producer. Foxx became widely known for his portrayal of Ray Charles in the 2004 biographical film ""Ray"", for which he won the Academy Award, BAFTA, Screen Actors Guild Award, Critics' Choice Movie Award and Golden Globe Award for Best Actor. That same year, he was nominated for the Academy Award for Best Supporting Actor for his role in the crime film ""Collateral"". Since spring 2017, Foxx has served as the host and executive producer of the Fox game show ""Beat Shazam"". Other acting roles include Staff Sergeant Sykes in ""Jarhead"" (2005), record executive Curtis Taylor Jr. in ""Dreamgirls"" (2006), Detective Ricardo Tubbs in the 2006 film adaptation of TV series ""Miami Vice"", the title role in the film "" Django Unchained"" (2012), the supervillain Electro in ""The Amazing Spider-Man 2 "" (2014), Will Stacks in ""Annie"" (2014), and gangster Bats / Leon Jefferson III in ""Baby Driver"" (2017). Foxx also starred in the sketch comedy show ""In Living Color"" and his own television sitcom ""The Jamie Foxx Show"" (1996–2001), in which he played Jamie King Jr. Foxx is also a Grammy Award-winning musician, producing four albums, which have charted in the top ten of the U.S. ""Billboard"" 200: ""Unpredictable"" (2005), which topped the chart, ""Intuition"" (2008), ""Best Night of My Life"" (2010), and (2015).","I couldn't find any information about the song ""You Changed Me"".",I do not know.
600eac52085c11ebbd5cac1f6bf848b6,"Which film has the director born first, Lust And Revenge or Ambush Trail?",Ambush Trail,"Paulus Henrique Benedictus Cox( 16 April 194018 June 2016) as Paul Cox, was a Dutch- Australian filmmaker, who has been recognized as"" Australia's most prolific film auteur"".
Harry L. Fraser( 31 March 1889 – 8 April 1974) was an American film director and screenplay writer
Ambush Trail is a 1946 American Western film directed by Harry L. Fraser and written by Elmer Clifton. The film stars Bob Steele, Syd Saylor, I. Stanford Jolley, Lorraine Miller, Charles King, John Cason and Budd Buster. The film was released on February 17, 1946, by Producers Releasing Corporation.
Lust and Revenge is a 1996 film directed by Paul Cox. It was shot in South Australia.","I couldn't find any information on ""Lust And Revenge"" or",Harry L. Fraser.
67a6a97e0bdb11eba7f7acde48001122,What nationality is Iulla Antonia's father?,ancient Rome,"Iulla Antonia or Julia Antonia, is thought to be a daughter of Roman consul of 10 BCE Iullus Antonius and Claudia Marcella Major. Her brother was Lucius Antonius. Possible maternal half-siblings include Vipsania Marcella, Appuleia Varilla, and Lucius Antonius. The only evidence of her existence is a funerary urn. Iulla’s maternal grandparents were Octavia Minor (second elder sister,and full sister to Roman Emperor Caesar Augustus) and her first husband, the Roman consul Gaius Claudius Marcellus Minor. Her paternal grandparents were Fulvia and the Roman Triumvir Mark Antony. Through her paternal grandmother, she was a descendant of the Roman politician Gaius Gracchus and the Roman General Scipio Africanus Major who defeated Hannibal. Iulla was born in Rome, after 19 BC and was raised there. In 2 BC, her father was executed by her great-uncle, because he had an affair with Augustus’ daughter Julia the Elder.
Iullus Antonius (43 BC – 2 BC), also known as Iulus, Julus or Jullus, was a magnate and poet in Ancient Rome. He was the second son of Roman general Mark Antony and Antony's third wife Fulvia. He is best known for being the famous lover of Julia the Elder. He was the full brother of Marcus Antonius Antyllus, half-brother of Clodia Pulchra (the first wife of Augustus) through his mother's first marriage, half-brother of Antonia Major and Antonia Minor through his father's marriage to Octavia Minor, and half-brother of Alexander Helios, Cleopatra Selene II and Ptolemy Philadelphus through his father's marriage to Cleopatra VII. His stepsiblings were Marcellus, Claudia Marcella Major (later his wife), Caesarion and Claudia Marcella Minor. He was also stepson to Octavia Minor (sister of Augustus) and Cleopatra VII.",I don't have information on Iulla Antonia's father.,Roman
1fc14b400bdc11eba7f7acde48001122,Where was the place of death of Linda Miller (Actress)'s husband?,Scranton,"Jason Miller (born John Anthony Miller; April 22, 1939May 13, 2001) was an American actor and playwright. He received the 1973 Pulitzer Prize for Drama and Tony Award for Best Play for his play ""That Championship Season"" and was widely recognized for his role as Father Damien Karras in the 1973 horror film ""The Exorcist,"" a role he reprised in ""The Exorcist III."" He later became artistic director of the Scranton Public Theatre in Scranton, Pennsylvania, where ""That Championship Season"" was set.
Linda Mae Miller (née Gleason; born September 16, 1942) is an American film, stage, and television actress. The daughter of actor and comedian Jackie Gleason, Miller began working professionally as a child, later appearing on Broadway in a production of ""Black Picture Show"" (1975), for which she was nominated for a Tony Award for Best Supporting Actress. She would go on to star in television and in feature films such as the drama ""One Summer Love"", and the horror film ""Alice, Sweet Alice"" (both 1976). From her marriage to playwright and actor Jason Miller, she has one son, actor Jason Patric.",I couldn't find any information about an actress named Linda Miller.,Jason Miller died in 2001.
ab421cf008b511ebbd88ac1f6bf848b6,"Which film has the director who died first, Sons Of Bitches or Di Che Segno Sei??",Di Che Segno Sei?,"Sons of Bitches( translit. Sukiny deti) is a 1990 Soviet drama film directed by Leonid Filatov. It was entered into the 17th Moscow International Film Festival.
Di che segno sei? ( translation: What's Your Sign?) is a 1975 Italian comedy film directed by Sergio Corbucci, starring Alberto Sordi.
Sergio Corbucci (6 December 1926 – 1 December 1990) was an Italian film director. He is best known both for his very violent spaghetti westerns and bloodless Bud Spencer and Terence Hill action comedies. He is the older brother of screenwriter and film director Bruno Corbucci.
Leonid Alekseyevich Filatov( 24 December 1946 – 26 October 2003) was a Soviet and Russian actor, director, poet, pamphleteer, who shot to fame while a member of the troupe of the Taganka Theatre under director Yury Lyubimov. Despite severe illness that haunted him in the 1990s, he received many awards, including the Russian Federation State Prize and People's Artist of Russia in 1996.","I couldn't find any information on the films ""Sons Of B",Sergio Corbucci died first.
e6435d1c0baf11ebab90acde48001122,Who is Princess Luise Dorothea Of Prussia's maternal grandfather?,"William VI, Landgrave of Hesse-Kassel","Princess Luise Dorothea of Prussia (Luise Dorothea Sophie; 29 September 1680 – 23 December 1705) was Hereditary Princess of Hesse-Kassel by marriage to Frederick, Hereditary Prince of Hesse-Kassel. She was the daughter of Frederick I, First King in Prussia by his first wife Elisabeth Henriette of Hesse-Kassel. She died in childbirth.
Landgravine Elisabeth Henriëtte of Hesse-Kassel (18 November 1661 – 7 July 1683) was the daughter of William VI, Landgrave of Hesse-Kassel and Hedwig Sophia of Brandenburg (1623–1683) a sister of Elector Frederick William of Brandenburg.",King Frederick William II of Prussia,Elector Frederick William of Brandenburg.
642b190c0bda11eba7f7acde48001122,Who is the spouse of the director of film The Invisible Menace?,Maureen O'Sullivan,"The Invisible Menace is a 1938 American mystery film directed by John Farrow and starring Boris Karloff. It was also known as Without Warning.
John Villiers Farrow, KGCHS (10 February 190427 January 1963) was an Australian-born American film director, producer and screenwriter. In 1957, he won the Academy Award for Best Writing/Best Screenplay for ""Around the World in Eighty Days"" and in 1942, he was nominated as Best Director for ""Wake Island"". He had seven children by his wife, actress Maureen O'Sullivan, including actress Mia Farrow.","I couldn't find any information about a film called ""The Invisible Men",Maureen O'Sullivan.
41b416a00bb011ebab90acde48001122,Who is the paternal grandfather of Catherine Of Masovia?,"Siemowit III, Duke of Masovia","Catherine of Masovia (pl: "" Katarzyna mazowiecka""; 1413/16 – betw. 2 June 1479/5 July 1480) was a Polish princess member of the House of Piast in the Masovian branch. She was the eighth and youngest daughter of Siemowit IV, Duke of Masovia and Alexandra, a daughter of Algirdas, Grand Duke of Lithuania and sister of King Władysław II Jagiełło of Poland.
Siemowit IV (Ziemowit IV), also known as Siemowit IV the Younger (pl: "" Siemowit IV Młodszy""; ca. 1353/1356 – 21 January 1426) , was a Polish prince member of the House of Piast from the Masovian branch, from 1373/74 Duke of Rawa, and after the division of the paternal inheritance between him and his brother in 1381, ruler over Rawa, Płock, Sochaczew, Gostynin, Płońsk and Wizna, since 1386 hereditary Polish vassal, since 1388 ruler over Belz, during 1382–1401 he lost Wizna and during 1384–1399 and 1407–1411 he lost Zawkrze, during 1384–1399 he lost Płońsk, taken by the Teutonic Order. He was the second son of Siemowit III, Duke of Masovia and his first wife Euphemia, daughter of Nicholas II of Opava. Already during his father's lifetime, Siemowit IV received his own district, Rawa Mazowiecka (ca. 1373/74), and as a result of the partition of Masovia between him and his older brother Janusz I after the death of their father on 16 June 1381, Siemowit IV finally obtain the totality of his domains: Rawa, Płock, Sochaczew, Gostynin, Płońsk and Wizna.",Casimir III of Poland,Siemowit III
4126d0220bda11eba7f7acde48001122,What nationality is the director of film The Tower Of Lies?,Swedish,"Victor David Sjöström (20 September 1879 – 3 January 1960), sometimes known in the United States as Victor Seastrom, was a pioneering Swedish film director, screenwriter, and actor. He began his career in Sweden, before moving to Hollywood in 1924. Sjöström worked primarily in the silent era; his best known films include ""The Phantom Carriage"" (1921), ""He Who Gets Slapped"" (1924), and ""The Wind"" (1928). Sjöström was Sweden's most prominent director in the ""Golden Age of Silent Film"" in Europe. Later in life, he played the leading role in Ingmar Bergman's ""Wild Strawberries"" (1957).
The Tower of Lies is a 1925 American silent drama film directed by Victor Sjöström based upon Selma Lagerlöf's novel ""The Emperor of Portugallia"" (1914). Released one year after ""He Who Gets Slapped"", the film marks the second collaboration between Sjöström, Lon Chaney and Norma Shearer. Also starring are William Haines, Ian Keith and Lew Cody. The film's sets were designed by the art director James Basevi.","I couldn't find any information about a film called ""The Tower Of",American
d3c5ad20084911ebbd55ac1f6bf848b6,"Which film whose director is younger, Vi Hade I Alla Fall Tur Med Vädret – Igen or Noon Sunday?",Vi Hade I Alla Fall Tur Med Vädret – Igen,"Kjell-Åke Gunnar Andersson (born 7 June 1949 in Malmö) is a Swedish film director, screenwriter and cinematographer. His 1992 film ""Night of the Orangutan"" was nominated for Best Film, Best Director and Best Screenplay at the 28th Guldbagge Awards.
Noon Sunday is a 1970 action film directed by Terry Bourke about two mercenaries. The film was the first feature produced in Guam.
Vi hade i alla fall tur med vädret – igen (""We were at least lucky with the weather – again"") is a Swedish comedy film directed by Kjell-Åke Andersson, which was released premiere to cinemas in Sweden on 5 December 2008. It is a sequel to the 1980 film "" Vi hade i alla fall tur med vädret"".
Terry Christopher Bourke (Bairnsdale, Victoria 19 April 1940 – 29 June 2002) was an Australian journalist, screenwriter, producer and director. He worked as a show business journalist and production assistant in Hong Kong for a number of years before returning to Australia in 1971. He made several movies and also worked in television. Phil Avalon called hum ""one of Australia's first maverick filmmakers"".",Vi Hade I Alla Fall Tur Med Vädret – Igen,Kjell-Åke Andersson.
4bf49fbb086b11ebbd5fac1f6bf848b6,"Did the bands The Mess Hall and Flotsam Jetsam (Band), originate from the same country?",yes,"Flotsam Jetsam is an Australian disco- funk band formed in Sydney in 1983. Their single"" Show Me"" was engineered by Guy Gray and it earned him a nomination for the 1987 ARIA Music Award for Engineer of the Year.
The Mess Hall are a two- piece drums and guitar combo based in Sydney, Australia specialising in"" raw, edgy bluesy rock."" The band consists of Jed Kurzel( vocals/ guitar) and Cec Condon( drums/ vocals). The band often find themselves being compared to The White Stripes but Kurzel expresses otherwise. When we started to do our thing there was no White Stripes around. A lot of people I'm influenced by are a lot of old poor guys from the Mississippi who just play really honest and a dirty sort of blues. That's where The Mess Hall come from. We really never set out to be a two piece. It was just something that worked out that way. However The White Stripes had released two albums before The Mess Hall formed.","The Mess Hall: Australia 
Flotsam Jetsam: USA","Yes, Australia."
897694360bb011ebab90acde48001122,Who is the paternal grandfather of King Zhao Of Wei?,King Hui of Wei,"King Zhao of Wei  (died 277 BC), personal name Wei Chi  was king of Wei from 296 BC to 277 BC. He was the son of King Xiang of Wei. During his reign, his state suffered from repeated attacks by the state of Qin. In 293 BC, he made an alliance with the state of Han against Qin but was defeated by the Qin general Bai Qi with the loss of 240,000 troops and 5 cities. In 287 BC, Quyang was attacked and in 286 BC, Anyi (the former capital of Wei) and Henei was attacked as well. In an attempt to assist in the attack on Anyi, Qin's ally, the state of Song was attacked in turn by the state of Qi and defeated at Wenyi (modern Wen County, Henan). After a brief alliance (285–284 BC) between the states of Yan, Qin, Han and Zhao against Qi (which was negotiated at the Zhou Dynasty capital, Luoyang), King Zhao broke the alliance and allied with Qi against Qin.
King Xiang of Wei  (died 296 BC), personal name Wei Si , was king of Wei from 318 BC to 296 BC. He was the son of King Hui of Wei. In 318 BC, at the suggestion of the Wei minister, Gongsun Yan, he entered into an alliance against Qin created by King Huai of Chu which also included the states of Zhao, Han and Yan. Chu then betrayed this alliance. In 317 BC, at the suggestion of chancellor Zhang Yi, King Xiang entered into an alliance with Qin. To punish Chu for its betrayal of the 5-state alliance, King Xiang sent an army in 312 BC to attack the city of Dengcheng in Chu (modern-day part of Shangshui County, Zhoukou, Henan Province). Wei itself was attacked by Qi in 310 BC, and King Xiang met King Wu of Qin at Linjin (modern day part of Linyi County, Yuncheng, Shanxi Province). In 308 BC, the two kings met again at Yingcheng (modern-day part of Xiaogan, Hubei) to plan an attack on Han. In 306 BC, after the death of King Wu of Qin, the alliance with Qin broke down, and Qin invaded, attacking and occupying the city of Puban. Qin chancellor Gan Mao defected to Wei and the invading forces were withdrawn. In 303 BC, Qin took advantage of Wei's alliance with Qi and Han against Chu to launch a second invasion. In 302 BC, relations between Wei and Qin normalized, and King Xiang met King Zhaoxiang of Qin and Han Ying (crown prince of Han) at Linjin, in which Qin agreed to return Puban. This allowed alliance of Wei, Han and Qi in inflict a major defeat on Chu in 301 BC. In 299 BC, King Xiang met with King Min of Qi and King Wuling of Zhao at Han's capital Xinzheng (modern day Henan) to propose a 4-state alliance of Qi, Han, Wei and Zhao against Qin. It was in this king's tomb that the ""Bamboo Annals"" were discovered in 279 AD, an event referred to as the Jizhong discovery.",Bo Yi,King Hui of Wei.
421c46760bb011ebab90acde48001122,Who is the maternal grandfather of Princess Louise Of Belgium?,"Archduke Joseph, Palatine of Hungary","Princess Louise Marie Amélie of Belgium (18 February 1858 in Brussels – 1 March 1924 in Wiesbaden) was the eldest daughter of Leopold II and his wife, Marie Henriette of Austria.
Marie Henriette of Austria (Marie Henriette Anne; 23 August 1836 – 19 September 1902) was Queen of the Belgians as the wife of King Leopold II. Marie Henriette was one of five children from the marriage of Archduke Joseph, Palatine of Hungary, and Duchess Maria Dorothea of Württemberg. Marie Henriette was a cousin of Emperor Ferdinand I of Austria, and granddaughter of Leopold II, Holy Roman Emperor, through her father.",King Leopold I,"Leopold II, Holy Roman Emperor."
49aaa2fa08ab11ebbd82ac1f6bf848b6,"Which film has the director died earlier, The Girl From Mexico or Morecambe Church Lads' Brigade At Drill?",Morecambe Church Lads' Brigade At Drill,"James Kenyon (26 May 1850 – 6 February 1925) was a businessman and pioneer of cinematography in Blackburn, Lancashire, England. The son of Thomas and Margaret Kenyon, little is known of his upbringing. He married Elizabeth Fell, and by 1878 he was listed in a local trade directory as a fancy goods dealer. In 1880 he succeeded to the furniture dealing and cabinet making business of his wife's uncle in King Street, Blackburn. This business also occupied premises at the rear at 22 Clayton Street. According to his obituary Kenyon retired from his house furnishing business in 1906. Kenyon had also built a business with the travelling showmen supplying ""penny in the slot machines"". Although associated in partnership with Sagar Mitchell since 1897 little is known of their film production until 1899. The success of their early films encouraged Mitchell to give up his shop and in September 1901 Mitchell and Kenyon moved into the premises in Clayton Street, Blackburn, to concentrate on film production. Mitchell and Kenyon used the trade name of ""Norden"", and the company became one of the largest film producers in the United Kingdom in the 1900s, producing a mixture of ""topicals"" (films of street scenes, sporting events, rides through towns on the top of trams, and ordinary life, which were extremely popular as people loved to see moving pictures of themselves), fiction, and fake war films. Many of these films were produced for travelling showmen. In May 1907 Mitchell resumed possession of his original business S. & J. Mitchell, at 40 Northgate, Blackburn. The volume of film production seems to have tailed off from this date, and from 1909 was increasingly restricted to local events. The last surviving film dates from 1913. His partnership with Mitchell was formally dissolved around 1922 and Kenyon died in 1925. Mitchell carefully stored the film negatives away in the basement of his Northgate shop. He died on 2 October 1952 and his son John continued to run the business until 1960. Over the years film historians had traditionally regarded Mitchell and Kenyon as minor contributors to film history, known principally for the fake Boer War films that had survived. Then in 1994, during building alteration work at the premises in Northgate, three large sealed steel drums were discovered in the basement. On examination, the drums were discovered to contain the original nitrate negatives of 800 Mitchell and Kenyon films in a remarkably good state of preservation. These eventually found their way in 2000 to the National Film and Television Archive, where they extended the holdings of films of the 1900-1913 period by 20%, giving a new and fresh view of Edwardian England and an important resource for historians. A further 65 fiction films are preserved in The Cinema Museum, London. The survival of these films has allowed Mitchell and Kenyon's place in English film history to be reappraised. In 2014, ""The Life and Times of Mitchell and Kenyon"" was produced at The Dukes, Lancaster and the Oldham Coliseum, with video elements by imitating the dog.
Leslie Goodwins( 17 September 1899 – 8 January 1969) was an English film director and screenwriter. He directed nearly 100 films between 1926 and 1967. His 1936 film"" Dummy Ache"" was nominated for an Academy Award in 1936 for Best Short Subject( Two- Reel). His 1937 film"" Should Wives Work?"" was also nominated for an Academy Award in the same category. He was born in London, England and he died in Hollywood, California.
The Girl from Mexico is a 1939 American comedy film directed by Leslie Goodwins and written by Lionel Houser and Joseph Fields. The film stars Lupe Vélez, who plays a hot- headed, fast- talking Mexican singer taken to New York for a radio gig, who decides she wants the ad agency man for herself. This low- budget film's unexpected box- office success resulted in a sequel,"" Mexican Spitfire"", and eventually a film series of seven films all together. All eight were directed by Goodwins, used venerable comedian Leon Errol as a comic foil, and showcased Vélez's comic persona, indulging in broken- English malapropisms, troublemaking ideas, sudden fits of temper, occasional songs, and bursts of Spanish invective. The film was released June 2, 1939, by RKO Radio Pictures.
Morecambe Church Lads' Brigade at Drill is a 1901 British short silent documentary film, directed by James Kenyon and Sagar Mitchell, showing the parade drill of the Morecambe Church Lads' Brigade on 3 July 1901. The film, which was premiered at the Wintergardens in Wigan on the same day it was filmed, was popular and went on to be shown at other venues in the North of England.","I couldn't find any information on the films ""The Girl From Mexico",Morecambe Church Lads' Brigade At Drill.
